Indicator,Year,Country ISO 3 code,Country,WHO region,World bank income group,Sex,Comments,Value Numeric,Value String,Value low,Value high
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Both sexes,The most recent survey was conducted in 2016-17. This is a projection.,34.3,34.3 [24.8-43.9],24.8,43.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Female,The most recent survey was conducted in 2016-17. This is a projection.,25.8,25.8 [18.8-32.9],18.8,32.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Both sexes,The most recent survey was conducted in 2016-17. This is a projection.,34.3,34.3 [24.4-44.1],24.4,44.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Female,The most recent survey was conducted in 2016-17. This is a projection.,25.7,25.7 [17.5-33.8],17.5,33.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Male,The most recent survey was conducted in 2016-17. This is a projection.,42.9,42.9 [31.2-54.5],31.2,54.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Female,The most recent survey was conducted in 2016-17. This is a projection.,25,25.0 [16.1-33.8],16.1,33.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Male,The most recent survey was conducted in 2016-17. This is a projection.,43.3,43.3 [30.1-56.5],30.1,56.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Both sexes,The most recent survey was conducted in 2016-17. This is a projection.,34.1,34.1 [23.1-45.1],23.1,45.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Both sexes,The most recent survey was conducted in 2016-17. This is a projection.,34,34.0 [21.3-46.7],21.3,46.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Male,The most recent survey was conducted in 2016-17. This is a projection.,43.9,43.9 [28.1-59.6],28.1,59.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LBN,Lebanon,Eastern Mediterranean,Lower middle income,Female,The most recent survey was conducted in 2016-17. This is a projection.,24.1,24.1 [14.4-33.8],14.4,33.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LSO,Lesotho,Africa,Lower middle income,Female,,0.7,0.7 [0.3-1.1],0.3,1.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LSO,Lesotho,Africa,Lower middle income,Both sexes,,22,22.0 [14.9-29.1],14.9,29.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LSO,Lesotho,Africa,Lower middle income,Male,,43.3,43.3 [29.5-57.1],29.5,57.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LSO,Lesotho,Africa,Lower middle income,Both sexes,,21.5,21.5 [15.8-27.3],15.8,27.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LSO,Lesotho,Africa,Lower middle income,Male,,42.4,42.4 [31.2-53.7],31.2,53.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LSO,Lesotho,Africa,Lower middle income,Female,,0.6,0.6 [0.4-0.9],0.4,0.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LSO,Lesotho,Africa,Lower middle income,Female,,0.6,0.6 [0.3-0.8],0.3,0.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LSO,Lesotho,Africa,Lower middle income,Male,,42.1,42.1 [32.5-51.6],32.5,51.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LSO,Lesotho,Africa,Lower middle income,Both sexes,,21.3,21.3 [16.4-26.2],16.4,26.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LSO,Lesotho,Africa,Lower middle income,Female,,0.5,0.5 [0.4-0.7],0.4,0.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LSO,Lesotho,Africa,Lower middle income,Both sexes,,21.2,21.2 [17.1-25.3],17.1,25.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LSO,Lesotho,Africa,Lower middle income,Male,,41.8,41.8 [33.8-49.8],33.8,49.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LSO,Lesotho,Africa,Lower middle income,Male,,41.3,41.3 [34.1-48.5],34.1,48.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LSO,Lesotho,Africa,Lower middle income,Both sexes,,20.9,20.9 [17.2-24.6],17.2,24.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LSO,Lesotho,Africa,Lower middle income,Female,,0.5,0.5 [0.3-0.6],0.3,0.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LSO,Lesotho,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,20.6,20.6 [16.2-25.0],16.2,25
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LSO,Lesotho,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,40.8,40.8 [32.2-49.4],32.2,49.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LSO,Lesotho,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,0.4,0.4 [0.3-0.6],0.3,0.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LSO,Lesotho,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,20.6,20.6 [16.2-24.9],16.2,24.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LSO,Lesotho,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,40.7,40.7 [32.2-49.2],32.2,49.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LSO,Lesotho,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,0.4,0.4 [0.3-0.6],0.3,0.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LSO,Lesotho,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,0.4,0.4 [0.2-0.6],0.2,0.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LSO,Lesotho,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,20.6,20.6 [16.2-24.9],16.2,24.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LSO,Lesotho,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,40.7,40.7 [32.2-49.2],32.2,49.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LSO,Lesotho,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,20.5,20.5 [15.3-25.7],15.3,25.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LSO,Lesotho,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,0.4,0.4 [0.2-0.5],0.2,0.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LSO,Lesotho,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,40.5,40.5 [30.3-50.8],30.3,50.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LSO,Lesotho,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2018. This is a projection.,20.3,20.3 [13.5-27.1],13.5,27.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LSO,Lesotho,Africa,Lower middle income,Male,The most recent survey was conducted in 2018. This is a projection.,40.3,40.3 [26.8-53.7],26.8,53.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LSO,Lesotho,Africa,Lower middle income,Female,The most recent survey was conducted in 2018. This is a projection.,0.3,0.3 [0.2-0.5],0.2,0.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LBR,Liberia,Africa,Low income,Female,,4.5,4.5 [2.5-6.6],2.5,6.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LBR,Liberia,Africa,Low income,Male,,24.5,24.5 [13.7-35.3],13.7,35.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LBR,Liberia,Africa,Low income,Both sexes,,14.5,14.5 [8.1-21.0],8.1,21
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LBR,Liberia,Africa,Low income,Female,,3.4,3.4 [1.8-5.0],1.8,5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LBR,Liberia,Africa,Low income,Both sexes,,12.2,12.2 [7.7-16.6],7.7,16.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LBR,Liberia,Africa,Low income,Male,,20.9,20.9 [13.6-28.2],13.6,28.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LBR,Liberia,Africa,Low income,Male,,19.7,19.7 [12.6-26.7],12.6,26.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LBR,Liberia,Africa,Low income,Female,,3,3.0 [1.7-4.4],1.7,4.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LBR,Liberia,Africa,Low income,Both sexes,,11.3,11.3 [7.1-15.5],7.1,15.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LBR,Liberia,Africa,Low income,Both sexes,,10.2,10.2 [6.4-14.0],6.4,14
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LBR,Liberia,Africa,Low income,Female,,2.5,2.5 [1.4-3.7],1.4,3.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LBR,Liberia,Africa,Low income,Male,,17.9,17.9 [11.5-24.4],11.5,24.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LBR,Liberia,Africa,Low income,Female,The most recent survey was conducted in 2013. This is a projection.,1.9,1.9 [1.1-2.8],1.1,2.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LBR,Liberia,Africa,Low income,Male,The most recent survey was conducted in 2013. This is a projection.,15.4,15.4 [10.3-20.5],10.3,20.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LBR,Liberia,Africa,Low income,Both sexes,The most recent survey was conducted in 2013. This is a projection.,8.7,8.7 [5.7-11.6],5.7,11.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LBR,Liberia,Africa,Low income,Female,The most recent survey was conducted in 2013. This is a projection.,1.5,1.5 [0.7-2.2],0.7,2.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LBR,Liberia,Africa,Low income,Male,The most recent survey was conducted in 2013. This is a projection.,13.2,13.2 [7.1-19.4],7.1,19.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LBR,Liberia,Africa,Low income,Both sexes,The most recent survey was conducted in 2013. This is a projection.,7.4,7.4 [3.9-10.8],3.9,10.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LBR,Liberia,Africa,Low income,Male,The most recent survey was conducted in 2013. This is a projection.,12.8,12.8 [7.2-18.5],7.2,18.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LBR,Liberia,Africa,Low income,Both sexes,The most recent survey was conducted in 2013. This is a projection.,7.1,7.1 [4.0-10.3],4,10.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LBR,Liberia,Africa,Low income,Female,The most recent survey was conducted in 2013. This is a projection.,1.4,1.4 [0.7-2.1],0.7,2.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LBR,Liberia,Africa,Low income,Both sexes,The most recent survey was conducted in 2013. This is a projection.,6.9,6.9 [3.7-10.1],3.7,10.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LBR,Liberia,Africa,Low income,Female,The most recent survey was conducted in 2013. This is a projection.,1.3,1.3 [0.7-1.9],0.7,1.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LBR,Liberia,Africa,Low income,Male,The most recent survey was conducted in 2013. This is a projection.,12.5,12.5 [6.7-18.3],6.7,18.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LBR,Liberia,Africa,Low income,Female,The most recent survey was conducted in 2013. This is a projection.,1.1,1.1 [0.5-1.7],0.5,1.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LBR,Liberia,Africa,Low income,Both sexes,The most recent survey was conducted in 2013. This is a projection.,6.3,6.3 [3.1-9.5],3.1,9.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LBR,Liberia,Africa,Low income,Male,The most recent survey was conducted in 2013. This is a projection.,11.5,11.5 [5.7-17.3],5.7,17.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LBR,Liberia,Africa,Low income,Male,The most recent survey was conducted in 2013. This is a projection.,10,10.0 [3.7-16.2],3.7,16.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LBR,Liberia,Africa,Low income,Female,The most recent survey was conducted in 2013. This is a projection.,0.9,0.9 [0.3-1.4],0.3,1.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LBR,Liberia,Africa,Low income,Both sexes,The most recent survey was conducted in 2013. This is a projection.,5.4,5.4 [2.0-8.8],2,8.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LTU,Lithuania,Europe,High income,Female,,20.2,20.2 [16.2-24.2],16.2,24.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LTU,Lithuania,Europe,High income,Male,,47.9,47.9 [38.2-57.6],38.2,57.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LTU,Lithuania,Europe,High income,Both sexes,,34.1,34.1 [27.2-40.9],27.2,40.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LTU,Lithuania,Europe,High income,Female,,20.1,20.1 [16.5-23.8],16.5,23.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LTU,Lithuania,Europe,High income,Both sexes,,32.9,32.9 [27.0-38.8],27,38.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LTU,Lithuania,Europe,High income,Male,,45.7,45.7 [37.5-53.9],37.5,53.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LTU,Lithuania,Europe,High income,Female,,19.9,19.9 [16.4-23.4],16.4,23.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LTU,Lithuania,Europe,High income,Both sexes,,32.2,32.2 [26.5-38.0],26.5,38
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LTU,Lithuania,Europe,High income,Male,,44.6,44.6 [36.5-52.6],36.5,52.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LTU,Lithuania,Europe,High income,Both sexes,,31.5,31.5 [26.5-36.5],26.5,36.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LTU,Lithuania,Europe,High income,Female,,19.9,19.9 [16.9-23.0],16.9,23
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LTU,Lithuania,Europe,High income,Male,,43.1,43.1 [36.0-50.1],36,50.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LTU,Lithuania,Europe,High income,Female,,19.8,19.8 [16.2-23.4],16.2,23.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LTU,Lithuania,Europe,High income,Both sexes,,30.6,30.6 [25.4-35.8],25.4,35.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LTU,Lithuania,Europe,High income,Male,,41.4,41.4 [34.6-48.2],34.6,48.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LTU,Lithuania,Europe,High income,Both sexes,,29.3,29.3 [23.6-35.0],23.6,35
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LTU,Lithuania,Europe,High income,Female,,19.6,19.6 [15.2-24.0],15.2,24
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LTU,Lithuania,Europe,High income,Male,,39,39.0 [32.1-46.0],32.1,46
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LTU,Lithuania,Europe,High income,Both sexes,,29.2,29.2 [23.1-35.3],23.1,35.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LTU,Lithuania,Europe,High income,Male,,38.7,38.7 [30.6-46.8],30.6,46.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LTU,Lithuania,Europe,High income,Female,,19.7,19.7 [15.6-23.7],15.6,23.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LTU,Lithuania,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,19.7,19.7 [15.2-24.1],15.2,24.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LTU,Lithuania,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,38.5,38.5 [31.6-45.3],31.6,45.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LTU,Lithuania,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,29.1,29.1 [23.4-34.7],23.4,34.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LTU,Lithuania,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,19.6,19.6 [15.0-24.2],15,24.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LTU,Lithuania,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,28.4,28.4 [22.0-34.8],22,34.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LTU,Lithuania,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,37.2,37.2 [29.1-45.4],29.1,45.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LTU,Lithuania,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,35.4,35.4 [25.8-45.0],25.8,45
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LTU,Lithuania,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,27.5,27.5 [20.3-34.6],20.3,34.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LTU,Lithuania,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,19.5,19.5 [14.8-24.2],14.8,24.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LUX,Luxembourg,Europe,High income,Male,,34.9,34.9 [27.4-42.5],27.4,42.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LUX,Luxembourg,Europe,High income,Female,,24.6,24.6 [19.2-30.0],19.2,30
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,LUX,Luxembourg,Europe,High income,Both sexes,,29.8,29.8 [23.3-36.3],23.3,36.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LUX,Luxembourg,Europe,High income,Both sexes,,28.2,28.2 [22.9-33.4],22.9,33.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LUX,Luxembourg,Europe,High income,Female,,23.9,23.9 [19.5-28.3],19.5,28.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,LUX,Luxembourg,Europe,High income,Male,,32.4,32.4 [26.2-38.6],26.2,38.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LUX,Luxembourg,Europe,High income,Female,,23.7,23.7 [19.6-27.7],19.6,27.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LUX,Luxembourg,Europe,High income,Both sexes,,27.5,27.5 [22.7-32.2],22.7,32.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,LUX,Luxembourg,Europe,High income,Male,,31.3,31.3 [25.8-36.8],25.8,36.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LUX,Luxembourg,Europe,High income,Male,,29.7,29.7 [25.0-34.4],25,34.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LUX,Luxembourg,Europe,High income,Both sexes,,26.4,26.4 [22.0-30.9],22,30.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,LUX,Luxembourg,Europe,High income,Female,,23.1,23.1 [18.9-27.3],18.9,27.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LUX,Luxembourg,Europe,High income,Female,,22.5,22.5 [18.4-26.6],18.4,26.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LUX,Luxembourg,Europe,High income,Both sexes,,24.9,24.9 [20.5-29.4],20.5,29.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,LUX,Luxembourg,Europe,High income,Male,,27.4,27.4 [22.6-32.2],22.6,32.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LUX,Luxembourg,Europe,High income,Both sexes,,23.5,23.5 [18.7-28.3],18.7,28.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LUX,Luxembourg,Europe,High income,Female,,21.9,21.9 [17.1-26.7],17.1,26.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,LUX,Luxembourg,Europe,High income,Male,,25.2,25.2 [20.4-30.0],20.4,30
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LUX,Luxembourg,Europe,High income,Both sexes,,23.3,23.3 [18.8-27.8],18.8,27.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LUX,Luxembourg,Europe,High income,Male,,24.8,24.8 [20.0-29.6],20,29.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,LUX,Luxembourg,Europe,High income,Female,,21.8,21.8 [17.7-26.0],17.7,26
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LUX,Luxembourg,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,23,23.0 [18.2-27.8],18.2,27.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LUX,Luxembourg,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,24.4,24.4 [19.8-29.0],19.8,29
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,LUX,Luxembourg,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,21.6,21.6 [16.6-26.5],16.6,26.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LUX,Luxembourg,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,22.3,22.3 [16.8-27.8],16.8,27.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LUX,Luxembourg,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,23.3,23.3 [18.0-28.6],18,28.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,LUX,Luxembourg,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,21.2,21.2 [15.5-26.9],15.5,26.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LUX,Luxembourg,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,21.4,21.4 [15.6-27.3],15.6,27.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LUX,Luxembourg,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,20.7,20.7 [15.0-26.4],15,26.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,LUX,Luxembourg,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,21.1,21.1 [15.3-26.8],15.3,26.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,MDG,Madagascar,Africa,Low income,Female,,2.9,2.9 [1.5-4.3],1.5,4.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,MDG,Madagascar,Africa,Low income,Both sexes,,20.6,20.6 [13.6-27.6],13.6,27.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,MDG,Madagascar,Africa,Low income,Male,,38.4,38.4 [25.7-51.0],25.7,51
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,MDG,Madagascar,Africa,Low income,Male,,36.6,36.6 [27.0-46.2],27,46.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,MDG,Madagascar,Africa,Low income,Both sexes,,19.5,19.5 [14.2-24.8],14.2,24.8
